date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:13:21	63664/63664	---M--	200	added ('OK')	font/woff	etag:%22f8b0-5fcd687236d00%22	https://caketheme.com/html/mojuri/libs/elegant-icons/fonts/ElegantIcons.woff	E:/jwellery/caketheme.com/html/mojuri/libs/elegant-icons/fonts/ElegantIcons.woff	(from https://caketheme.com/html/mojuri/libs/elegant-icons/css/elegant.css)
12:13:21	59388/59388	---M--	200	added ('OK')	font/ttf	etag:%22e7fc-5fcd687236d00%22	https://caketheme.com/html/mojuri/libs/elegant-icons/fonts/ElegantIcons.ttf	E:/jwellery/caketheme.com/html/mojuri/libs/elegant-icons/fonts/ElegantIcons.ttf	(from https://caketheme.com/html/mojuri/libs/elegant-icons/css/elegant.css)
12:13:22	4178/4178	---M--	200	added ('OK')	image/gif	etag:%221052-5fcd682d8cb00%22	https://caketheme.com/html/mojuri/libs/slick/ajax-loader.gif	E:/jwellery/caketheme.com/html/mojuri/libs/slick/ajax-loader.gif	(from https://caketheme.com/html/mojuri/libs/slick/css/slick-theme.css)
12:13:22	277297/277297	---M--	200	added ('OK')	image/svg+xml	etag:%2243b31-5fcd687142ac0%22	https://caketheme.com/html/mojuri/libs/elegant-icons/fonts/ElegantIcons.svg	E:/jwellery/caketheme.com/html/mojuri/libs/elegant-icons/fonts/ElegantIcons.svg	(from https://caketheme.com/html/mojuri/libs/elegant-icons/css/elegant.css)
12:13:22	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22800-5fcd686d721c0%22	https://caketheme.com/html/mojuri/libs/slick/fonts/slick.eot	E:/jwellery/caketheme.com/html/mojuri/libs/slick/fonts/slick.eot	(from https://caketheme.com/html/mojuri/libs/slick/css/slick-theme.css)
12:13:22	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22800-5fcd686d721c0%22	https://caketheme.com/html/mojuri/libs/slick/fonts/slick.eot?	E:/jwellery/caketheme.com/html/mojuri/libs/slick/fonts/slickd41d.eot	(from https://caketheme.com/html/mojuri/libs/slick/css/slick-theme.css)
12:13:22	1380/1380	---M--	200	added ('OK')	font/woff	etag:%22564-5fcd686d721c0%22	https://caketheme.com/html/mojuri/libs/slick/fonts/slick.woff	E:/jwellery/caketheme.com/html/mojuri/libs/slick/fonts/slick.woff	(from https://caketheme.com/html/mojuri/libs/slick/css/slick-theme.css)
12:13:23	1892/1892	---M--	200	added ('OK')	font/ttf	etag:%22764-5fcd686d721c0%22	https://caketheme.com/html/mojuri/libs/slick/fonts/slick.ttf	E:/jwellery/caketheme.com/html/mojuri/libs/slick/fonts/slick.ttf	(from https://caketheme.com/html/mojuri/libs/slick/css/slick-theme.css)
12:13:23	2152/2152	---M--	200	added ('OK')	image/svg+xml	etag:%22868-5fcd686d721c0%22	https://caketheme.com/html/mojuri/libs/slick/fonts/slick.svg	E:/jwellery/caketheme.com/html/mojuri/libs/slick/fonts/slick.svg	(from https://caketheme.com/html/mojuri/libs/slick/css/slick-theme.css)
12:13:23	36144/36144	---M--	200	added ('OK')	image/jpeg	etag:%228d30-5fcd6862006c0%22	https://caketheme.com/html/mojuri/media/banner/bg-img-1.jpg	E:/jwellery/caketheme.com/html/mojuri/media/banner/bg-img-1.jpg	(from https://caketheme.com/html/mojuri/assets/css/app.css)
